CODIGO_REGION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
22|000222000000000|22-179|2945|529384|0.55
22|000222000000000|22-501|299058|529384|56.49
22|000222000000000|22-502|106203|529384|20.06
22|000222000000000|22-503|71386|529384|13.48
22|000222000000000|38|5383|529384|1.01
22|000222000000000|40|14386|529384|2.71
22|000222000000000|87|3777|529384|0.71
22|000322000000000|22-178|3575|525782|0.67
22|000322000000000|22-179|2674|525782|0.50
22|000322000000000|22-501|294710|525782|56.05
22|000322000000000|22-502|105237|525782|20.01
22|000322000000000|22-503|70239|525782|13.35
22|000322000000000|38|5408|525782|1.02
22|000322000000000|40|14494|525782|2.75
22|000322000000000|87|3693|525782|0.70
23|000100000000000|13|2330|925968|0.25
23|000100000000000|131|31020|925968|3.35
23|000100000000000|132|1374|925968|0.14
23|000100000000000|133|14903|925968|1.60
23|000100000000000|135|230811|925968|24.92
23|000100000000000|136|551534|925968|59.56
23|000100000000000|137|64279|925968|6.94
23|000100000000000|36|562|925968|0.06
23|000100000000000|57|800|925968|0.08
23|000100000000000|87|14366|925968|1.55
23|000323000000000|23-181|55122|907779|6.07
23|000323000000000|23-501|484137|907779|53.33
23|000323000000000|23-502|219541|907779|24.18
23|000323000000000|23-503|19439|907779|2.14
23|000323000000000|23-504|62365|907779|6.87
24|000100000000000|13|821|89525|0.91
24|000100000000000|131|4236|89525|4.73
24|000100000000000|132|266|89525|0.29
24|000100000000000|133|2919|89525|3.26
24|000100000000000|135|18107|89525|20.22
24|000100000000000|136|49507|89525|55.29
24|000100000000000|137|8193|89525|9.15
24|000100000000000|36|146|89525|0.16
24|000100000000000|57|192|89525|0.21
24|000100000000000|87|2700|89525|3.01
24|000224000000000|24-187|4506|87063|5.17
24|000224000000000|24-203|2510|87063|2.88
24|000224000000000|24-501|35966|87063|41.31
24|000224000000000|24-502|15132|87063|17.38
24|000224000000000|24-503|10951|87063|12.57
24|000224000000000|69|7844|87063|9.00
24|000324000000000|24-187|4490|88401|5.07
24|000324000000000|24-203|3060|88401|3.46
24|000324000000000|24-501|33792|88401|38.22
24|000324000000000|24-502|14159|88401|16.01
24|000324000000000|24-503|11628|88401|13.15
24|000324000000000|69|6048|88401|6.84
