CODIGO_DISTRITO|CODIGO_SECCION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|CODIGO_LISTA|VOTOS_LISTA
01|01001|000100000000000|13|000100000000000.13.A.000100000000000.13|1173
01|01001|000100000000000|131|000100000000000.131.A.000100000000000.131|1749
01|01001|000100000000000|132|000100000000000.132.A.000100000000000.132|375
01|01001|000100000000000|133|000100000000000.133.A.000100000000000.133|4328
01|01001|000100000000000|135|000100000000000.135.A.000100000000000.135|54232
01|01001|000100000000000|136|000100000000000.136.A.000100000000000.136|41910
01|01001|000100000000000|137|000100000000000.137.A.000100000000000.137|8230
01|01001|000100000000000|36|000100000000000.36.A.000100000000000.36|140
01|01001|000100000000000|57|000100000000000.57.A.000100000000000.57|159
01|01001|000100000000000|87|000100000000000.87.A.000100000000000.87|4077
01|01001|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1319
01|01001|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|390
01|01001|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|278
01|01001|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|4562
01|01001|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|40102
01|01001|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|54205
01|01001|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|7157
01|01001|000201000000000|13|000201000000000.13.A.000201000000000.13|1022
01|01001|000201000000000|5|000201000000000.5.A.000201000000000.5|1734
01|01001|000201000000000|86|000201000000000.86.A.000201000000000.86|135
01|01001|000201000000000|87|000201000000000.87.A.000201000000000.87|3655
01|01001|000201000000000|88|000201000000000.88.1A.000201000000000.88|159
01|01001|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|1678
01|01001|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|388
01|01001|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|263
01|01001|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|5098
01|01001|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|39323
01|01001|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|53900
01|01001|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|7165
01|01001|000301000000000|13|000301000000000.13.A.000301000000000.13|991
01|01001|000301000000000|5|000301000000000.5.A.000301000000000.5|1709
01|01001|000301000000000|86|000301000000000.86.A.000301000000000.86|134
01|01001|000301000000000|87|000301000000000.87.A.000301000000000.87|3570
01|01001|000301000000000|88|000301000000000.88.1A.000301000000000.88|175
01|01001|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1266
01|01001|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|4477
01|01001|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|40509
01|01001|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|56036
01|01001|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|7004
01|01001|000501000000000|13|000501000000000.13.A.000501000000000.13|989
01|01001|000501000000000|87|000501000000000.87.B.000501000000000.87|25
01|01001|000501000000000|88|000501000000000.88.1A.000501000000000.88|181
01|01001|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1325
01|01001|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|4799
01|01001|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|39970
01|01001|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|54564
01|01001|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|6797
01|01001|000801000000000|13|000801000000000.13.A.000801000000000.13|1015
01|01001|000801000000000|5|000801000000000.5.A.000801000000000.5|1646
01|01001|000801000000000|87|000801000000000.87.A.000801000000000.87|3399
01|01001|000801000000000|87|000801000000000.87.B.000801000000000.87|8
01|01001|000801000000000|88|000801000000000.88.1A.000801000000000.88|196
01|01001|000901001000000|01-501|000901001000000.01-501.A.000901001000000.01-501|4888
01|01001|000901001000000|01-502|000901001000000.01-502.A.000901001000000.01-502|39949
01|01001|000901001000000|01-503|000901001000000.01-503.A.000901001000000.01-503|54616
01|01001|000901001000000|01-504|000901001000000.01-504.A.000901001000000.01-504|6814
01|01001|000901001000000|13|000901001000000.13.A.000901001000000.13|1048
01|01001|000901001000000|5|000901001000000.5.A.000901001000000.5|1638
01|01002|000100000000000|13|000100000000000.13.A.000100000000000.13|829
01|01002|000100000000000|131|000100000000000.131.A.000100000000000.131|1807
01|01002|000100000000000|132|000100000000000.132.A.000100000000000.132|176
01|01002|000100000000000|133|000100000000000.133.A.000100000000000.133|2589
01|01002|000100000000000|135|000100000000000.135.A.000100000000000.135|64498
01|01002|000100000000000|136|000100000000000.136.A.000100000000000.136|19393
01|01002|000100000000000|137|000100000000000.137.A.000100000000000.137|6518
01|01002|000100000000000|36|000100000000000.36.A.000100000000000.36|72
01|01002|000100000000000|57|000100000000000.57.A.000100000000000.57|67
01|01002|000100000000000|87|000100000000000.87.A.000100000000000.87|3578
01|01002|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|751
01|01002|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|203
01|01002|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|106
01|01002|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|2787
01|01002|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|18606
01|01002|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|63348
01|01002|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|5432
01|01002|000201000000000|13|000201000000000.13.A.000201000000000.13|701
01|01002|000201000000000|5|000201000000000.5.A.000201000000000.5|3066
01|01002|000201000000000|86|000201000000000.86.A.000201000000000.86|69
01|01002|000201000000000|87|000201000000000.87.A.000201000000000.87|3147
01|01002|000201000000000|88|000201000000000.88.1A.000201000000000.88|72
01|01002|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|1066
01|01002|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|203
01|01002|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|101
01|01002|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|3223
01|01002|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|18221
01|01002|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|63249
01|01002|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|5493
01|01002|000301000000000|13|000301000000000.13.A.000301000000000.13|677
01|01002|000301000000000|5|000301000000000.5.A.000301000000000.5|2999
01|01002|000301000000000|86|000301000000000.86.A.000301000000000.86|69
01|01002|000301000000000|87|000301000000000.87.A.000301000000000.87|3074
01|01002|000301000000000|88|000301000000000.88.1A.000301000000000.88|88
01|01002|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|718
01|01002|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|2672
01|01002|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|18809
01|01002|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|65897
01|01002|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|5299
01|01002|000501000000000|13|000501000000000.13.A.000501000000000.13|658
01|01002|000501000000000|87|000501000000000.87.B.000501000000000.87|4
01|01002|000501000000000|88|000501000000000.88.1A.000501000000000.88|91
01|01002|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|745
01|01002|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|2851
01|01002|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|18487
01|01002|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|63854
01|01002|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|5079
01|01002|000801000000000|13|000801000000000.13.A.000801000000000.13|673
01|01002|000801000000000|5|000801000000000.5.A.000801000000000.5|2848
01|01002|000801000000000|87|000801000000000.87.A.000801000000000.87|2903
01|01002|000801000000000|87|000801000000000.87.B.000801000000000.87|24
01|01002|000801000000000|88|000801000000000.88.1A.000801000000000.88|102
01|01002|000901002000000|01-501|000901002000000.01-501.A.000901002000000.01-501|2885
01|01002|000901002000000|01-502|000901002000000.01-502.A.000901002000000.01-502|18507
01|01002|000901002000000|01-503|000901002000000.01-503.A.000901002000000.01-503|63918
01|01002|000901002000000|01-504|000901002000000.01-504.A.000901002000000.01-504|5076
01|01002|000901002000000|13|000901002000000.13.A.000901002000000.13|690
01|01002|000901002000000|5|000901002000000.5.A.000901002000000.5|2821
01|01003|000100000000000|13|000100000000000.13.A.000100000000000.13|1368
01|01003|000100000000000|131|000100000000000.131.A.000100000000000.131|1403
01|01003|000100000000000|132|000100000000000.132.A.000100000000000.132|399
01|01003|000100000000000|133|000100000000000.133.A.000100000000000.133|5050
01|01003|000100000000000|135|000100000000000.135.A.000100000000000.135|45905
01|01003|000100000000000|136|000100000000000.136.A.000100000000000.136|42547
01|01003|000100000000000|137|000100000000000.137.A.000100000000000.137|9556
01|01003|000100000000000|36|000100000000000.36.A.000100000000000.36|187
01|01003|000100000000000|57|000100000000000.57.A.000100000000000.57|145
01|01003|000100000000000|87|000100000000000.87.A.000100000000000.87|4005
01|01003|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1494
01|01003|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|390
01|01003|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|269
