CODIGO_REGION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
00000000|000100000000000|13|167967|23658656|0.70
00000000|000100000000000|131|626298|23658656|2.64
00000000|000100000000000|132|56720|23658656|0.23
00000000|000100000000000|133|674322|23658656|2.85
00000000|000100000000000|135|7610600|23658656|32.16
00000000|000100000000000|136|11254314|23658656|47.56
00000000|000100000000000|137|1948933|23658656|8.23
00000000|000100000000000|36|31764|23658656|0.13
00000000|000100000000000|57|35573|23658656|0.15
00000000|000100000000000|87|518821|23658656|2.19
00000000|000201000000000|01-187|24364|1905057|1.27
00000000|000201000000000|01-262|5187|1905057|0.27
00000000|000201000000000|01-343|3828|1905057|0.20
00000000|000201000000000|01-501|80057|1905057|4.20
00000000|000201000000000|01-502|603858|1905057|31.69
00000000|000201000000000|01-503|867220|1905057|45.52
00000000|000201000000000|01-504|142795|1905057|7.49
00000000|000201000000000|13|18277|1905057|0.95
00000000|000201000000000|5|17815|1905057|0.93
00000000|000201000000000|86|1919|1905057|0.10
00000000|000201000000000|87|59757|1905057|3.13
00000000|000201000000000|88|1982|1905057|0.10
00000000|000206000000000|06-156|18337|544397|3.36
00000000|000206000000000|06-179|2667|544397|0.48
00000000|000206000000000|06-180|1775|544397|0.32
00000000|000206000000000|06-501|331412|544397|60.87
00000000|000206000000000|06-502|2649|544397|0.48
00000000|000206000000000|06-503|136887|544397|25.14
00000000|000206000000000|06-504|12430|544397|2.28
00000000|000206000000000|33|4272|544397|0.78
00000000|000206000000000|71|6669|544397|1.22
00000000|000208000000000|08-501|354493|798467|44.39
00000000|000208000000000|08-502|291620|798467|36.52
00000000|000208000000000|13|7248|798467|0.90
00000000|000208000000000|50|68717|798467|8.60
00000000|000208000000000|68|17476|798467|2.18
00000000|000215000000000|13|4160|373940|1.11
00000000|000215000000000|15-151|76420|373940|20.43
00000000|000215000000000|15-501|89540|373940|23.94
00000000|000215000000000|15-502|18513|373940|4.95
00000000|000215000000000|15-503|130307|373940|34.84
00000000|000215000000000|15-504|18735|373940|5.01
00000000|000216000000000|13|3761|379093|0.99
00000000|000216000000000|16-169|111927|379093|29.52
00000000|000216000000000|16-502|166715|379093|43.97
00000000|000216000000000|16-503|12356|379093|3.25
00000000|000217000000000|17-501|304389|628371|48.44
00000000|000217000000000|17-502|113972|628371|18.13
00000000|000217000000000|17-503|142011|628371|22.59
00000000|000217000000000|17-504|21288|628371|3.38
00000000|000217000000000|19|28780|628371|4.58
00000000|000222000000000|22-178|3772|535558|0.70
00000000|000222000000000|22-179|2956|535558|0.55
00000000|000222000000000|22-501|302881|535558|56.55
00000000|000222000000000|22-502|107528|535558|20.07
00000000|000222000000000|22-503|71960|535558|13.43
00000000|000222000000000|38|5428|535558|1.01
00000000|000222000000000|40|14541|535558|2.71
00000000|000222000000000|87|3795|535558|0.70
00000000|000224000000000|24-187|4614|89994|5.12
00000000|000224000000000|24-203|2560|89994|2.84
00000000|000224000000000|24-501|37223|89994|41.36
00000000|000224000000000|24-502|15570|89994|17.30
00000000|000224000000000|24-503|11243|89994|12.49
00000000|000224000000000|69|8247|89994|9.16
00000000|000301000000000|01-187|31487|1904739|1.65
00000000|000301000000000|01-262|5156|1904739|0.27
00000000|000301000000000|01-343|3841|1904739|0.20
00000000|000301000000000|01-501|89664|1904739|4.70
00000000|000301000000000|01-502|592401|1904739|31.10
00000000|000301000000000|01-503|858774|1904739|45.08
00000000|000301000000000|01-504|142864|1904739|7.50
00000000|000301000000000|13|17805|1904739|0.93
00000000|000301000000000|5|17857|1904739|0.93
00000000|000301000000000|86|1951|1904739|0.10
00000000|000301000000000|87|58901|1904739|3.09
00000000|000301000000000|88|2123|1904739|0.11
00000000|000302000000000|02-207|14631|8670157|0.16
00000000|000302000000000|02-276|64867|8670157|0.74
00000000|000302000000000|02-309|10307|8670157|0.11
00000000|000302000000000|02-312|22181|8670157|0.25
00000000|000302000000000|02-314|7429|8670157|0.08
00000000|000302000000000|02-315|1714|8670157|0.01
00000000|000302000000000|02-503|4229542|8670157|48.78
00000000|000302000000000|02-816|19186|8670157|0.22
00000000|000302000000000|133|318285|8670157|3.67
00000000|000302000000000|135|2692256|8670157|31.05
00000000|000302000000000|137|587343|8670157|6.77
00000000|000302000000000|79|8361|8670157|0.09
00000000|000303000000000|03-183|842|155937|0.53
00000000|000303000000000|03-198|480|155937|0.30
00000000|000303000000000|03-218|647|155937|0.41
00000000|000303000000000|03-501|944|155937|0.60
00000000|000303000000000|03-503|88938|155937|57.03
00000000|000303000000000|03-504|7553|155937|4.84
00000000|000303000000000|03-505|1923|155937|1.23
00000000|000303000000000|03-506|39846|155937|25.55
