CODIGO_DISTRITO|CODIGO_SECCION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|CODIGO_LISTA|VOTOS_LISTA
01|01001|000100000000000|13|000100000000000.13.A.000100000000000.13|1167
01|01001|000100000000000|131|000100000000000.131.A.000100000000000.131|1742
01|01001|000100000000000|132|000100000000000.132.A.000100000000000.132|375
01|01001|000100000000000|133|000100000000000.133.A.000100000000000.133|4318
01|01001|000100000000000|135|000100000000000.135.A.000100000000000.135|53811
01|01001|000100000000000|136|000100000000000.136.A.000100000000000.136|41754
01|01001|000100000000000|137|000100000000000.137.A.000100000000000.137|8185
01|01001|000100000000000|36|000100000000000.36.A.000100000000000.36|140
01|01001|000100000000000|57|000100000000000.57.A.000100000000000.57|158
01|01001|000100000000000|87|000100000000000.87.A.000100000000000.87|4055
01|01001|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1308
01|01001|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|390
01|01001|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|277
01|01001|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|4550
01|01001|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|39958
01|01001|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|53783
01|01001|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|7121
01|01001|000201000000000|13|000201000000000.13.A.000201000000000.13|1016
01|01001|000201000000000|5|000201000000000.5.A.000201000000000.5|1718
01|01001|000201000000000|86|000201000000000.86.A.000201000000000.86|134
01|01001|000201000000000|87|000201000000000.87.A.000201000000000.87|3634
01|01001|000201000000000|88|000201000000000.88.1A.000201000000000.88|159
01|01001|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|1662
01|01001|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|388
01|01001|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|262
01|01001|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|5084
01|01001|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|39181
01|01001|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|53480
01|01001|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|7128
01|01001|000301000000000|13|000301000000000.13.A.000301000000000.13|985
01|01001|000301000000000|5|000301000000000.5.A.000301000000000.5|1695
01|01001|000301000000000|86|000301000000000.86.A.000301000000000.86|133
01|01001|000301000000000|87|000301000000000.87.A.000301000000000.87|3550
01|01001|000301000000000|88|000301000000000.88.1A.000301000000000.88|175
01|01001|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1259
01|01001|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|4464
01|01001|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|40361
01|01001|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|55600
01|01001|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|6973
01|01001|000501000000000|13|000501000000000.13.A.000501000000000.13|984
01|01001|000501000000000|87|000501000000000.87.B.000501000000000.87|25
01|01001|000501000000000|88|000501000000000.88.1A.000501000000000.88|181
01|01001|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1316
01|01001|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|4784
01|01001|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|39826
01|01001|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|54140
01|01001|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|6766
01|01001|000801000000000|13|000801000000000.13.A.000801000000000.13|1010
01|01001|000801000000000|5|000801000000000.5.A.000801000000000.5|1635
01|01001|000801000000000|87|000801000000000.87.A.000801000000000.87|3380
01|01001|000801000000000|87|000801000000000.87.B.000801000000000.87|8
01|01001|000801000000000|88|000801000000000.88.1A.000801000000000.88|196
01|01001|000901001000000|01-501|000901001000000.01-501.A.000901001000000.01-501|4873
01|01001|000901001000000|01-502|000901001000000.01-502.A.000901001000000.01-502|39803
01|01001|000901001000000|01-503|000901001000000.01-503.A.000901001000000.01-503|54192
01|01001|000901001000000|01-504|000901001000000.01-504.A.000901001000000.01-504|6783
01|01001|000901001000000|13|000901001000000.13.A.000901001000000.13|1043
01|01001|000901001000000|5|000901001000000.5.A.000901001000000.5|1627
01|01002|000100000000000|13|000100000000000.13.A.000100000000000.13|825
01|01002|000100000000000|131|000100000000000.131.A.000100000000000.131|1785
01|01002|000100000000000|132|000100000000000.132.A.000100000000000.132|175
01|01002|000100000000000|133|000100000000000.133.A.000100000000000.133|2576
01|01002|000100000000000|135|000100000000000.135.A.000100000000000.135|63766
01|01002|000100000000000|136|000100000000000.136.A.000100000000000.136|19294
01|01002|000100000000000|137|000100000000000.137.A.000100000000000.137|6465
01|01002|000100000000000|36|000100000000000.36.A.000100000000000.36|72
01|01002|000100000000000|57|000100000000000.57.A.000100000000000.57|65
01|01002|000100000000000|87|000100000000000.87.A.000100000000000.87|3550
01|01002|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|745
01|01002|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|202
01|01002|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|106
01|01002|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|2767
01|01002|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|18518
01|01002|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|62645
01|01002|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|5389
01|01002|000201000000000|13|000201000000000.13.A.000201000000000.13|698
01|01002|000201000000000|5|000201000000000.5.A.000201000000000.5|3020
01|01002|000201000000000|86|000201000000000.86.A.000201000000000.86|68
01|01002|000201000000000|87|000201000000000.87.A.000201000000000.87|3118
01|01002|000201000000000|88|000201000000000.88.1A.000201000000000.88|72
01|01002|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|1058
01|01002|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|202
01|01002|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|100
01|01002|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|3199
01|01002|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|18138
01|01002|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|62545
01|01002|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|5448
01|01002|000301000000000|13|000301000000000.13.A.000301000000000.13|674
01|01002|000301000000000|5|000301000000000.5.A.000301000000000.5|2955
01|01002|000301000000000|86|000301000000000.86.A.000301000000000.86|68
01|01002|000301000000000|87|000301000000000.87.A.000301000000000.87|3043
01|01002|000301000000000|88|000301000000000.88.1A.000301000000000.88|88
01|01002|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|715
01|01002|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|2658
01|01002|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|18713
01|01002|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|65163
01|01002|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|5256
01|01002|000501000000000|13|000501000000000.13.A.000501000000000.13|655
01|01002|000501000000000|87|000501000000000.87.B.000501000000000.87|4
01|01002|000501000000000|88|000501000000000.88.1A.000501000000000.88|91
01|01002|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|741
01|01002|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|2835
01|01002|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|18394
01|01002|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|63145
01|01002|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|5036
01|01002|000801000000000|13|000801000000000.13.A.000801000000000.13|669
01|01002|000801000000000|5|000801000000000.5.A.000801000000000.5|2804
01|01002|000801000000000|87|000801000000000.87.A.000801000000000.87|2875
01|01002|000801000000000|87|000801000000000.87.B.000801000000000.87|24
01|01002|000801000000000|88|000801000000000.88.1A.000801000000000.88|102
01|01002|000901002000000|01-501|000901002000000.01-501.A.000901002000000.01-501|2870
01|01002|000901002000000|01-502|000901002000000.01-502.A.000901002000000.01-502|18415
01|01002|000901002000000|01-503|000901002000000.01-503.A.000901002000000.01-503|63208
01|01002|000901002000000|01-504|000901002000000.01-504.A.000901002000000.01-504|5033
01|01002|000901002000000|13|000901002000000.13.A.000901002000000.13|683
01|01002|000901002000000|5|000901002000000.5.A.000901002000000.5|2779
01|01003|000100000000000|13|000100000000000.13.A.000100000000000.13|1364
01|01003|000100000000000|131|000100000000000.131.A.000100000000000.131|1400
01|01003|000100000000000|132|000100000000000.132.A.000100000000000.132|399
01|01003|000100000000000|133|000100000000000.133.A.000100000000000.133|5031
01|01003|000100000000000|135|000100000000000.135.A.000100000000000.135|45710
01|01003|000100000000000|136|000100000000000.136.A.000100000000000.136|42351
01|01003|000100000000000|137|000100000000000.137.A.000100000000000.137|9516
01|01003|000100000000000|36|000100000000000.36.A.000100000000000.36|186
01|01003|000100000000000|57|000100000000000.57.A.000100000000000.57|145
01|01003|000100000000000|87|000100000000000.87.A.000100000000000.87|3998
01|01003|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1490
01|01003|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|390
01|01003|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|267
01|01003|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|5338
01|01003|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|40586
01|01003|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|46410
01|01003|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|8191
01|01003|000201000000000|13|000201000000000.13.A.000201000000000.13|1158
01|01003|000201000000000|5|000201000000000.5.A.000201000000000.5|963
01|01003|000201000000000|86|000201000000000.86.A.000201000000000.86|158
01|01003|000201000000000|87|000201000000000.87.A.000201000000000.87|3575
01|01003|000201000000000|88|000201000000000.88.1A.000201000000000.88|162
01|01003|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|1887
01|01003|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|391
01|01003|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|268
01|01003|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|5952
01|01003|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|39834
01|01003|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|45932
01|01003|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|8145
01|01003|000301000000000|13|000301000000000.13.A.000301000000000.13|1129
01|01003|000301000000000|5|000301000000000.5.A.000301000000000.5|983
01|01003|000301000000000|86|000301000000000.86.A.000301000000000.86|157
01|01003|000301000000000|87|000301000000000.87.A.000301000000000.87|3531
01|01003|000301000000000|88|000301000000000.88.1A.000301000000000.88|178
01|01003|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1469
01|01003|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|5199
01|01003|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|40724
01|01003|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|47352
01|01003|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|7988
01|01003|000501000000000|13|000501000000000.13.A.000501000000000.13|1118
01|01003|000501000000000|87|000501000000000.87.B.000501000000000.87|23
01|01003|000501000000000|88|000501000000000.88.1A.000501000000000.88|172
01|01003|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1506
01|01003|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|5587
01|01003|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|40092
01|01003|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|46262
01|01003|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|7758
01|01003|000801000000000|13|000801000000000.13.A.000801000000000.13|1134
