CODIGO_REGION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
00000000|000100000000000|13|158222|22132557|0.71
00000000|000100000000000|131|583450|22132557|2.63
00000000|000100000000000|132|53246|22132557|0.24
00000000|000100000000000|133|638525|22132557|2.88
00000000|000100000000000|135|7147563|22132557|32.29
00000000|000100000000000|136|10473541|22132557|47.32
00000000|000100000000000|137|1850608|22132557|8.36
00000000|000100000000000|36|26218|22132557|0.11
00000000|000100000000000|57|33459|22132557|0.15
00000000|000100000000000|87|492256|22132557|2.22
00000000|000201000000000|01-187|23839|1859748|1.28
00000000|000201000000000|01-262|5075|1859748|0.27
00000000|000201000000000|01-343|3770|1859748|0.20
00000000|000201000000000|01-501|78415|1859748|4.21
00000000|000201000000000|01-502|591892|1859748|31.82
00000000|000201000000000|01-503|843675|1859748|45.36
00000000|000201000000000|01-504|139775|1859748|7.51
00000000|000201000000000|13|17883|1859748|0.96
00000000|000201000000000|5|17083|1859748|0.91
00000000|000201000000000|86|1891|1859748|0.10
00000000|000201000000000|87|58320|1859748|3.13
00000000|000201000000000|88|1944|1859748|0.10
00000000|000206000000000|06-156|16752|480579|3.48
00000000|000206000000000|06-179|2486|480579|0.51
00000000|000206000000000|06-180|1595|480579|0.33
00000000|000206000000000|06-501|287343|480579|59.79
00000000|000206000000000|06-502|2424|480579|0.50
00000000|000206000000000|06-503|122882|480579|25.56
00000000|000206000000000|06-504|11514|480579|2.39
00000000|000206000000000|33|4031|480579|0.83
00000000|000206000000000|71|6320|480579|1.31
00000000|000208000000000|08-501|350192|789327|44.36
00000000|000208000000000|08-502|288468|789327|36.54
00000000|000208000000000|13|7184|789327|0.91
00000000|000208000000000|50|67943|789327|8.60
00000000|000208000000000|68|17256|789327|2.18
00000000|000215000000000|13|3727|334526|1.11
00000000|000215000000000|15-151|66105|334526|19.76
00000000|000215000000000|15-501|81485|334526|24.35
00000000|000215000000000|15-502|16619|334526|4.96
00000000|000215000000000|15-503|117064|334526|34.99
00000000|000215000000000|15-504|17119|334526|5.11
