CODIGO_DISTRITO|CODIGO_SECCION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
01|01001|000100000000000|13|1167|119314|0.97
01|01001|000100000000000|131|1742|119314|1.46
01|01001|000100000000000|132|375|119314|0.31
01|01001|000100000000000|133|4318|119314|3.61
01|01001|000100000000000|135|53811|119314|45.10
01|01001|000100000000000|136|41754|119314|34.99
01|01001|000100000000000|137|8185|119314|6.86
01|01001|000100000000000|36|140|119314|0.11
01|01001|000100000000000|57|158|119314|0.13
01|01001|000100000000000|87|4055|119314|3.39
01|01001|000201000000000|01-187|1308|119180|1.09
01|01001|000201000000000|01-262|390|119180|0.32
01|01001|000201000000000|01-343|277|119180|0.23
01|01001|000201000000000|01-501|4550|119180|3.81
01|01001|000201000000000|01-502|39958|119180|33.52
01|01001|000201000000000|01-503|53783|119180|45.12
01|01001|000201000000000|01-504|7121|119180|5.97
01|01001|000201000000000|13|1016|119180|0.85
01|01001|000201000000000|5|1718|119180|1.44
01|01001|000201000000000|86|134|119180|0.11
01|01001|000201000000000|87|3634|119180|3.04
01|01001|000201000000000|88|159|119180|0.13
01|01001|000301000000000|01-187|1662|119105|1.39
01|01001|000301000000000|01-262|388|119105|0.32
01|01001|000301000000000|01-343|262|119105|0.21
01|01001|000301000000000|01-501|5084|119105|4.26
01|01001|000301000000000|01-502|39181|119105|32.89
01|01001|000301000000000|01-503|53480|119105|44.90
01|01001|000301000000000|01-504|7128|119105|5.98
01|01001|000301000000000|13|985|119105|0.82
01|01001|000301000000000|5|1695|119105|1.42
01|01001|000301000000000|86|133|119105|0.11
01|01001|000301000000000|87|3550|119105|2.98
01|01001|000301000000000|88|175|119105|0.14
01|01001|000501000000000|01-187|1259|119825|1.05
01|01001|000501000000000|01-501|4464|119825|3.72
01|01001|000501000000000|01-502|40361|119825|33.68
01|01001|000501000000000|01-503|55600|119825|46.40
01|01001|000501000000000|01-504|6973|119825|5.81
01|01001|000501000000000|13|984|119825|0.82
01|01001|000501000000000|87|25|119825|0.02
01|01001|000501000000000|88|181|119825|0.15
01|01001|000801000000000|01-187|1316|119976|1.09
01|01001|000801000000000|01-501|4784|119976|3.98
01|01001|000801000000000|01-502|39826|119976|33.19
01|01001|000801000000000|01-503|54140|119976|45.12
01|01001|000801000000000|01-504|6766|119976|5.63
01|01001|000801000000000|13|1010|119976|0.84
01|01001|000801000000000|5|1635|119976|1.36
01|01001|000801000000000|87|3388|119976|2.82
01|01001|000801000000000|88|196|119976|0.16
01|01001|000901001000000|01-501|4873|119647|4.07
01|01001|000901001000000|01-502|39803|119647|33.26
01|01001|000901001000000|01-503|54192|119647|45.29
01|01001|000901001000000|01-504|6783|119647|5.66
01|01001|000901001000000|13|1043|119647|0.87
01|01001|000901001000000|5|1627|119647|1.35
01|01002|000100000000000|13|692|80759|0.85
01|01002|000100000000000|131|1384|80759|1.71
01|01002|000100000000000|132|129|80759|0.15
01|01002|000100000000000|133|2154|80759|2.66
01|01002|000100000000000|135|50302|80759|62.28
01|01002|000100000000000|136|15746|80759|19.49
01|01002|000100000000000|137|5373|80759|6.65
01|01002|000100000000000|36|64|80759|0.07
01|01002|000100000000000|57|53|80759|0.06
01|01002|000100000000000|87|2866|80759|3.54
01|01002|000201000000000|01-187|645|80620|0.80
01|01002|000201000000000|01-262|150|80620|0.18
01|01002|000201000000000|01-343|90|80620|0.11
01|01002|000201000000000|01-501|2309|80620|2.86
01|01002|000201000000000|01-502|15178|80620|18.82
01|01002|000201000000000|01-503|49621|80620|61.54
01|01002|000201000000000|01-504|4481|80620|5.55
01|01002|000201000000000|13|592|80620|0.73
01|01002|000201000000000|5|2305|80620|2.85
01|01002|000201000000000|86|57|80620|0.07
01|01002|000201000000000|87|2521|80620|3.12
01|01002|000201000000000|88|54|80620|0.06
01|01002|000301000000000|01-187|902|80645|1.11
01|01002|000301000000000|01-262|151|80645|0.18
01|01002|000301000000000|01-343|87|80645|0.10
01|01002|000301000000000|01-501|2658|80645|3.29
01|01002|000301000000000|01-502|14877|80645|18.44
01|01002|000301000000000|01-503|49525|80645|61.41
01|01002|000301000000000|01-504|4519|80645|5.60
01|01002|000301000000000|13|574|80645|0.71
01|01002|000301000000000|5|2259|80645|2.80
01|01002|000301000000000|86|56|80645|0.06
01|01002|000301000000000|87|2463|80645|3.05
01|01002|000301000000000|88|62|80645|0.07
01|01002|000501000000000|01-187|620|80560|0.76
01|01002|000501000000000|01-501|2224|80560|2.76
01|01002|000501000000000|01-502|15340|80560|19.04
01|01002|000501000000000|01-503|51533|80560|63.96
01|01002|000501000000000|01-504|4344|80560|5.39
01|01002|000501000000000|13|554|80560|0.68
01|01002|000501000000000|87|4|80560|0.00
01|01002|000501000000000|88|69|80560|0.08
01|01002|000801000000000|01-187|642|80836|0.79
01|01002|000801000000000|01-501|2354|80836|2.91
01|01002|000801000000000|01-502|15105|80836|18.68
01|01002|000801000000000|01-503|50004|80836|61.85
01|01002|000801000000000|01-504|4179|80836|5.16
01|01002|000801000000000|13|570|80836|0.70
01|01002|000801000000000|5|2150|80836|2.65
01|01002|000801000000000|87|2348|80836|2.90
01|01002|000801000000000|88|84|80836|0.10
01|01002|000901002000000|01-501|2381|80692|2.95
01|01002|000901002000000|01-502|15118|80692|18.73
01|01002|000901002000000|01-503|50067|80692|62.04
01|01002|000901002000000|01-504|4181|80692|5.18
01|01002|000901002000000|13|579|80692|0.71
01|01002|000901002000000|5|2131|80692|2.64
01|01003|000100000000000|13|1352|113044|1.19
01|01003|000100000000000|131|1390|113044|1.22
01|01003|000100000000000|132|397|113044|0.35
