CODIGO_REGION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
00000000|000100000000000|13|159023|22233954|0.71
00000000|000100000000000|131|585840|22233954|2.63
00000000|000100000000000|132|53432|22233954|0.24
00000000|000100000000000|133|641687|22233954|2.88
00000000|000100000000000|135|7177441|22233954|32.28
00000000|000100000000000|136|10523067|22233954|47.32
00000000|000100000000000|137|1858176|22233954|8.35
00000000|000100000000000|36|26294|22233954|0.11
00000000|000100000000000|57|33544|22233954|0.15
00000000|000100000000000|87|494101|22233954|2.22
00000000|000201000000000|01-187|23888|1865082|1.28
00000000|000201000000000|01-262|5091|1865082|0.27
00000000|000201000000000|01-343|3772|1865082|0.20
00000000|000201000000000|01-501|78569|1865082|4.21
00000000|000201000000000|01-502|593037|1865082|31.79
00000000|000201000000000|01-503|846780|1865082|45.40
00000000|000201000000000|01-504|140081|1865082|7.51
00000000|000201000000000|13|17932|1865082|0.96
00000000|000201000000000|5|17234|1865082|0.92
00000000|000201000000000|86|1896|1865082|0.10
00000000|000201000000000|87|58482|1865082|3.13
00000000|000201000000000|88|1949|1865082|0.10
00000000|000206000000000|06-156|16951|487609|3.47
00000000|000206000000000|06-179|2502|487609|0.51
00000000|000206000000000|06-180|1607|487609|0.32
00000000|000206000000000|06-501|292267|487609|59.93
00000000|000206000000000|06-502|2443|487609|0.50
00000000|000206000000000|06-503|124335|487609|25.49
00000000|000206000000000|06-504|11621|487609|2.38
00000000|000206000000000|33|4065|487609|0.83
00000000|000206000000000|71|6365|487609|1.30
00000000|000208000000000|08-501|350895|790820|44.37
00000000|000208000000000|08-502|289024|790820|36.54
00000000|000208000000000|13|7189|790820|0.90
00000000|000208000000000|50|68048|790820|8.60
00000000|000208000000000|68|17298|790820|2.18
00000000|000215000000000|13|3727|334526|1.11
00000000|000215000000000|15-151|66105|334526|19.76
00000000|000215000000000|15-501|81485|334526|24.35
00000000|000215000000000|15-502|16619|334526|4.96
00000000|000215000000000|15-503|117064|334526|34.99
00000000|000215000000000|15-504|17119|334526|5.11
00000000|000216000000000|13|3725|375510|0.99
00000000|000216000000000|16-169|110734|375510|29.48
00000000|000216000000000|16-502|165129|375510|43.97
00000000|000216000000000|16-503|12237|375510|3.25
00000000|000217000000000|17-501|299791|619992|48.35
00000000|000217000000000|17-502|112414|619992|18.13
00000000|000217000000000|17-503|140504|619992|22.66
00000000|000217000000000|17-504|21013|619992|3.38
00000000|000217000000000|19|28477|619992|4.59
00000000|000222000000000|22-178|3725|530086|0.70
00000000|000222000000000|22-179|2945|530086|0.55
00000000|000222000000000|22-501|299581|530086|56.51
00000000|000222000000000|22-502|106357|530086|20.06
00000000|000222000000000|22-503|71405|530086|13.47
