CODIGO_DISTRITO|CODIGO_SECCION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|CODIGO_LISTA|VOTOS_LISTA
01|01001|000100000000000|13|000100000000000.13.A.000100000000000.13|1186
01|01001|000100000000000|131|000100000000000.131.A.000100000000000.131|1763
01|01001|000100000000000|132|000100000000000.132.A.000100000000000.132|379
01|01001|000100000000000|133|000100000000000.133.A.000100000000000.133|4368
01|01001|000100000000000|135|000100000000000.135.A.000100000000000.135|54568
01|01001|000100000000000|136|000100000000000.136.A.000100000000000.136|42299
01|01001|000100000000000|137|000100000000000.137.A.000100000000000.137|8305
01|01001|000100000000000|36|000100000000000.36.A.000100000000000.36|141
01|01001|000100000000000|57|000100000000000.57.A.000100000000000.57|159
01|01001|000100000000000|87|000100000000000.87.A.000100000000000.87|4106
01|01001|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1331
01|01001|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|396
01|01001|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|281
01|01001|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|4604
01|01001|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|40482
01|01001|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|54542
01|01001|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|7226
01|01001|000201000000000|13|000201000000000.13.A.000201000000000.13|1034
01|01001|000201000000000|5|000201000000000.5.A.000201000000000.5|1742
01|01001|000201000000000|86|000201000000000.86.A.000201000000000.86|138
01|01001|000201000000000|87|000201000000000.87.A.000201000000000.87|3678
01|01001|000201000000000|88|000201000000000.88.1A.000201000000000.88|160
01|01001|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|1692
01|01001|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|393
01|01001|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|266
01|01001|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|5149
01|01001|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|39693
01|01001|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|54235
01|01001|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|7231
01|01001|000301000000000|13|000301000000000.13.A.000301000000000.13|1002
01|01001|000301000000000|5|000301000000000.5.A.000301000000000.5|1717
01|01001|000301000000000|86|000301000000000.86.A.000301000000000.86|137
01|01001|000301000000000|87|000301000000000.87.A.000301000000000.87|3594
01|01001|000301000000000|88|000301000000000.88.1A.000301000000000.88|177
01|01001|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1277
01|01001|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|4519
01|01001|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|40885
01|01001|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|56382
01|01001|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|7072
01|01001|000501000000000|13|000501000000000.13.A.000501000000000.13|1001
01|01001|000501000000000|87|000501000000000.87.B.000501000000000.87|25
01|01001|000501000000000|88|000501000000000.88.1A.000501000000000.88|183
01|01001|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1337
01|01001|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|4844
01|01001|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|40343
01|01001|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|54903
01|01001|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|6864
01|01001|000801000000000|13|000801000000000.13.A.000801000000000.13|1027
01|01001|000801000000000|5|000801000000000.5.A.000801000000000.5|1655
01|01001|000801000000000|87|000801000000000.87.A.000801000000000.87|3422
01|01001|000801000000000|87|000801000000000.87.B.000801000000000.87|8
01|01001|000801000000000|88|000801000000000.88.1A.000801000000000.88|197
01|01001|000901001000000|01-501|000901001000000.01-501.A.000901001000000.01-501|4934
01|01001|000901001000000|01-502|000901001000000.01-502.A.000901001000000.01-502|40322
01|01001|000901001000000|01-503|000901001000000.01-503.A.000901001000000.01-503|54956
01|01001|000901001000000|01-504|000901001000000.01-504.A.000901001000000.01-504|6881
01|01001|000901001000000|13|000901001000000.13.A.000901001000000.13|1060
01|01001|000901001000000|5|000901001000000.5.A.000901001000000.5|1648
01|01002|000100000000000|13|000100000000000.13.A.000100000000000.13|839
01|01002|000100000000000|131|000100000000000.131.A.000100000000000.131|1839
01|01002|000100000000000|132|000100000000000.132.A.000100000000000.132|178
01|01002|000100000000000|133|000100000000000.133.A.000100000000000.133|2616
01|01002|000100000000000|135|000100000000000.135.A.000100000000000.135|65322
01|01002|000100000000000|136|000100000000000.136.A.000100000000000.136|19595
01|01002|000100000000000|137|000100000000000.137.A.000100000000000.137|6592
01|01002|000100000000000|36|000100000000000.36.A.000100000000000.36|73
01|01002|000100000000000|57|000100000000000.57.A.000100000000000.57|68
01|01002|000100000000000|87|000100000000000.87.A.000100000000000.87|3621
01|01002|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|760
01|01002|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|205
01|01002|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|108
01|01002|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|2815
01|01002|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|18797
01|01002|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|64151
01|01002|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|5502
01|01002|000201000000000|13|000201000000000.13.A.000201000000000.13|710
01|01002|000201000000000|5|000201000000000.5.A.000201000000000.5|3126
01|01002|000201000000000|86|000201000000000.86.A.000201000000000.86|71
01|01002|000201000000000|87|000201000000000.87.A.000201000000000.87|3187
01|01002|000201000000000|88|000201000000000.88.1A.000201000000000.88|73
01|01002|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|1076
01|01002|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|205
01|01002|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|103
01|01002|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|3257
01|01002|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|18407
01|01002|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|64050
01|01002|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|5564
01|01002|000301000000000|13|000301000000000.13.A.000301000000000.13|685
01|01002|000301000000000|5|000301000000000.5.A.000301000000000.5|3058
01|01002|000301000000000|86|000301000000000.86.A.000301000000000.86|71
01|01002|000301000000000|87|000301000000000.87.A.000301000000000.87|3113
01|01002|000301000000000|88|000301000000000.88.1A.000301000000000.88|88
01|01002|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|725
01|01002|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|2698
