CODIGO_REGION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
00000000|000100000000000|13|157557|22042525|0.71
00000000|000100000000000|131|581177|22042525|2.63
00000000|000100000000000|132|53033|22042525|0.24
00000000|000100000000000|133|636076|22042525|2.88
00000000|000100000000000|135|7118497|22042525|32.29
00000000|000100000000000|136|10426063|22042525|47.29
00000000|000100000000000|137|1844000|22042525|8.36
00000000|000100000000000|36|26140|22042525|0.11
00000000|000100000000000|57|33391|22042525|0.15
00000000|000100000000000|87|490569|22042525|2.22
00000000|000201000000000|01-187|23809|1855847|1.28
00000000|000201000000000|01-262|5068|1855847|0.27
00000000|000201000000000|01-343|3763|1855847|0.20
00000000|000201000000000|01-501|78319|1855847|4.22
00000000|000201000000000|01-502|590956|1855847|31.84
00000000|000201000000000|01-503|841235|1855847|45.32
00000000|000201000000000|01-504|139573|1855847|7.52
00000000|000201000000000|13|17852|1855847|0.96
00000000|000201000000000|5|16980|1855847|0.91
00000000|000201000000000|86|1890|1855847|0.10
00000000|000201000000000|87|58201|1855847|3.13
00000000|000201000000000|88|1939|1855847|0.10
00000000|000206000000000|06-156|16402|468975|3.49
00000000|000206000000000|06-179|2452|468975|0.52
00000000|000206000000000|06-180|1506|468975|0.32
00000000|000206000000000|06-501|279056|468975|59.50
00000000|000206000000000|06-502|2352|468975|0.50
00000000|000206000000000|06-503|119717|468975|25.52
00000000|000206000000000|06-504|11246|468975|2.39
00000000|000206000000000|33|3965|468975|0.84
00000000|000206000000000|71|6218|468975|1.32
00000000|000208000000000|08-501|349945|788776|44.36
00000000|000208000000000|08-502|288262|788776|36.54
00000000|000208000000000|13|7180|788776|0.91
00000000|000208000000000|50|67912|788776|8.60
00000000|000208000000000|68|17245|788776|2.18
00000000|000215000000000|13|3727|334526|1.11
00000000|000215000000000|15-151|66105|334526|19.76
00000000|000215000000000|15-501|81485|334526|24.35
00000000|000215000000000|15-502|16619|334526|4.96
