CODIGO_DISTRITO|CODIGO_SECCION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
01|01001|000100000000000|13|1186|120948|0.98
01|01001|000100000000000|131|1763|120948|1.45
01|01001|000100000000000|132|379|120948|0.31
01|01001|000100000000000|133|4368|120948|3.61
01|01001|000100000000000|135|54568|120948|45.11
01|01001|000100000000000|136|42299|120948|34.97
01|01001|000100000000000|137|8305|120948|6.86
01|01001|000100000000000|36|141|120948|0.11
01|01001|000100000000000|57|159|120948|0.13
01|01001|000100000000000|87|4106|120948|3.39
01|01001|000201000000000|01-187|1331|120806|1.10
01|01001|000201000000000|01-262|396|120806|0.32
01|01001|000201000000000|01-343|281|120806|0.23
01|01001|000201000000000|01-501|4604|120806|3.81
01|01001|000201000000000|01-502|40482|120806|33.50
01|01001|000201000000000|01-503|54542|120806|45.14
01|01001|000201000000000|01-504|7226|120806|5.98
01|01001|000201000000000|13|1034|120806|0.85
01|01001|000201000000000|5|1742|120806|1.44
01|01001|000201000000000|86|138|120806|0.11
01|01001|000201000000000|87|3678|120806|3.04
01|01001|000201000000000|88|160|120806|0.13
01|01001|000301000000000|01-187|1692|120733|1.40
01|01001|000301000000000|01-262|393|120733|0.32
01|01001|000301000000000|01-343|266|120733|0.22
01|01001|000301000000000|01-501|5149|120733|4.26
01|01001|000301000000000|01-502|39693|120733|32.87
01|01001|000301000000000|01-503|54235|120733|44.92
01|01001|000301000000000|01-504|7231|120733|5.98
01|01001|000301000000000|13|1002|120733|0.82
01|01001|000301000000000|5|1717|120733|1.42
01|01001|000301000000000|86|137|120733|0.11
01|01001|000301000000000|87|3594|120733|2.97
01|01001|000301000000000|88|177|120733|0.14
01|01001|000501000000000|01-187|1277|121450|1.05
01|01001|000501000000000|01-501|4519|121450|3.72
01|01001|000501000000000|01-502|40885|121450|33.66
01|01001|000501000000000|01-503|56382|121450|46.42
01|01001|000501000000000|01-504|7072|121450|5.82
01|01001|000501000000000|13|1001|121450|0.82
01|01001|000501000000000|87|25|121450|0.02
01|01001|000501000000000|88|183|121450|0.15
01|01001|000801000000000|01-187|1337|121609|1.09
01|01001|000801000000000|01-501|4844|121609|3.98
01|01001|000801000000000|01-502|40343|121609|33.17
01|01001|000801000000000|01-503|54903|121609|45.14
01|01001|000801000000000|01-504|6864|121609|5.64
01|01001|000801000000000|13|1027|121609|0.84
01|01001|000801000000000|5|1655|121609|1.36
01|01001|000801000000000|87|3430|121609|2.82
01|01001|000801000000000|88|197|121609|0.16
01|01001|000901001000000|01-501|4934|121258|4.06
01|01001|000901001000000|01-502|40322|121258|33.25
01|01001|000901001000000|01-503|54956|121258|45.32
01|01001|000901001000000|01-504|6881|121258|5.67
01|01001|000901001000000|13|1060|121258|0.87
01|01001|000901001000000|5|1648|121258|1.35
01|01002|000100000000000|13|840|103478|0.81
01|01002|000100000000000|131|1841|103478|1.77
01|01002|000100000000000|132|178|103478|0.17
01|01002|000100000000000|133|2620|103478|2.53
01|01002|000100000000000|135|65519|103478|63.31
